"","numbers","contents","categories","dates","peoples"
"245","444699","신혼부부, 생애최초 특별공급 소득기준 상향되어야 합니다.","저출산/고령화대책","2020-07-26","412"
"246","444698","분양가보다 1억이상 싸게 내놔도 안팔려요!(정부에서 사 주세요!)","교통/건축/국토","2020-07-26","462"
"247","444697","주식양도세 - 적어도 부동산이 진정될 때까지 보류해야 합니다.","교통/건축/국토","2020-07-26","500"
"248","444696","20대 청년 대출연체 및 카드 연체에 대한 파격적인 지원이 필요합니다","안전/환경","2020-07-26","145"
"249","444695","수학여행을 폐지하지 말아 주세요","육아/교육","2020-07-26","263"
"250","444694","보이스피싱 피해예방을 위한 방안 제안 드립니다.","기타","2020-07-26","1,135"
"251","444693","**상운 기사들 좀 제발 살려주세요","기타","2020-07-25","356"
"252","444692","6.17 부동산 학교 교사들의 파면을 청원합니다.","교통/건축/국토","2020-07-25","1,222"
"253","444691","오만한 핀셋규정(6.17 부동산 대책 등으로 인한 금융 규제 소급 적용 등)","교통/건축/국토","2020-07-25","671"
"254","444690","4천여 세대가 모여있고, 병원, 학교가 모여있는 도심지안에 동물화장장을 짓겠다고 합니다.","안전/환경","2020-07-25","2,064"
"255","444689","금융투자과세에서 주식에 대한 양도소득세 부과를 철회해주세요","경제민주화","2020-07-25","24,250"
"256","444688","저는 다주택자의 딸 입니다.","행정","2020-07-25","799"
"257","444687","햄버거병 유발시킨 2년전에도 비리 감사 걸린 유치원","육아/교육","2020-07-25","46,926"
"258","444686","시민을 위한 의정부시를 만들어주세요","행정","2020-07-25","3,176"
"259","444685","주식 양도세 부과 대주주에게만 시행하세요","경제민주화","2020-07-25","7,322"
"260","444684","무주택자를 죽이는 부동산정책과 소급적용","교통/건축/국토","2020-07-25","881"
"261","444683","흙수저는 집 사면 안되나요? 서민들의 고충을 들어주세요.","교통/건축/국토","2020-07-25","607"
"262","444682","617규제 발표 전 계약들은 종전규정 적용, 소급적용 하지 말아주세요","교통/건축/국토","2020-07-25","1,297"
"263","444681","6.17 규제로 저격당한 ‘분양 난민’ 누가 책임질 겁니까?","교통/건축/국토","2020-07-25","967"
"264","444680","서민 죽이는 부동산대책 너무 혼란스럽고 복잡합니다.","교통/건축/국토","2020-07-25","715"
"265","444679","GTX-C의 본 취지에 대해서(왕십리역 정차 절대 반대)","교통/건축/국토","2020-07-25","2,429"
"266","444678","택배 차량 지상출입 통제 관련건으로 청원합니다.","교통/건축/국토","2020-07-25","601"
"267","444677","오토바이 굉음 및 폭주족 단속 법제화","교통/건축/국토","2020-07-25","909"
"268","444676","국가에 강한 배신감을 느낍니다.","교통/건축/국토","2020-07-25","1,603"
"269","444675","부동산 대출규제 결국은 소급적용인가요","교통/건축/국토","2020-07-25","489"
"270","444674","임대사업자 과태료부과 항목 너무심하게많고 부당합니다.","경제민주화","2020-07-25","740"
"271","444673","6.17 부동산 정책중 재건축 실거주 2년 소급적용 재고 해 주세요","교통/건축/국토","2020-07-25","671"
"272","444672","부정부패의 소굴 **동주민센터를 감사해주세요","행정","2020-07-25","4,679"
"273","444671","의열단 100주년에 참여한 30개의 업체와 58명의 대학생들이 아직도 어떠한 지원도 못 받고 코로나와 겹친 생활고에 시달리고 있습니다!","문화/예술/체육/언론","2020-07-25","374"
"274","444670","재외공관 직원의 갑질과 부정부패 행위로부터 재외국민들을 지켜주십시요","인권/성평등","2020-07-25","521"
"275","444669","**대학교 총장, 보직자들의 갑질, 성추행","인권/성평등","2020-07-25","1,403"
"276","444668","육이오 참전용사의 재적 말소","행정","2020-07-25","176"
"277","444667","지역인재 제도를 그 이름에 맞게 운영해주십시오.","일자리","2020-07-25","680"
"278","444666","물 한모금 마시지 못하고 일하는 간호사를 도와주세요","인권/성평등","2020-07-25","1,040"
"279","444665","무명용사의 군번을 돌려주세요","외교/통일/국방","2020-07-25","187"
"280","444664","코로나19방역에 주한미군만 제외? 주한미군과 미군기지 코로나19 전수조사를 청원합니다.","안전/환경","2020-07-25","769"
"281","444663","안산 유치원 집단 식중독","육아/교육","2020-07-25","23,552"
"282","444662","학교폭력 가해자'가 '교사'가 되었습니다. 학교폭력 가해자는 교직에 발을 들일 수 없게 임용 제도를 보완해주십시오.","육아/교육","2020-07-25","1,977"
"283","444661","6.17 대책 이후 미쳐가는 집값 안정화 부탁 드립니다.","교통/건축/국토","2020-07-25","501"
"284","444660","**대학교 총장님을 처벌해주세요","인권/성평등","2020-07-25","192"
"285","444659","사용자도 대한민국 국민입니다! 고용주법도 만들어주십시요!","기타","2020-07-25","212"
"286","444658","집값을 정말 잡으시려면 이거 하나만 하시면 됩니다.","교통/건축/국토","2020-07-25","738"
"287","444657","억울함에 청원글을 올립니다.","기타","2020-07-25","165"
"288","444656","전분공장 악취","안전/환경","2020-07-25","158"
"289","444655","정부 관보에까지 등재되며 여러 산청 어르신들 재산 편취한 ***가 유튜브방송까지 진출, 쌍욕저질방송으로 심각한 피해자가 속출하고 있기에  강력 처벌과 방송금지를 청원합니다","행정","2020-07-25","178"
"290","444654","불법체류자 고용 업체 및 이들을 알선 해주고 있는 직업소개소장에게 강력한 벌금과 최소 6개월간의 영업정지를 내려주십시오","일자리","2020-07-25","631"
"291","444653","규제지역지정으로 인한 대출규제 정말 착잡합니다(무주택)","교통/건축/국토","2020-07-25","1,481"
"292","444652","실거주하는 원분양자 다주택자의  주택담보대출은 기존규정대로 갑시다","교통/건축/국토","2020-07-25","408"
"293","444651","기회는 평등,과정은 공정, 결과는 정의롭게 해주세요.","일자리","2020-07-25","2,586"
"294","444650","실험비글 혹은 동물실험을 반대합니다!","반려동물","2020-07-25","1,341"
"295","444649","****병원 야간 응급실에서 강제 해고 되었습니다","일자리","2020-07-25","156"
"296","444648","천안 아파트 집값 상승 잡아주세요. 실거주는 피눈물나네요","교통/건축/국토","2020-07-25","474"
"297","444647","617부동산대책 이전의 계약자들에게 잔금대출규제를 풀어주세요.","교통/건축/국토","2020-07-25","902"
"298","444646","임대인의 갑질 횡포에 보증금을 한 푼도 못 받고 떠돌이 생활을 하고 있습니다.","교통/건축/국토","2020-07-25","164"
"299","444645","저는 흙수저 투기꾼입니다. (6.19 부동산 규제 철회요구)","교통/건축/국토","2020-07-25","799"
"300","444644","초/중/고등학생 대상 필수교과목(가칭-‘공존’)을 새롭게 개설해주세요.","육아/교육","2020-07-25","549"
"301","444643","6.17 부동산 대책 소급 적용 반대합니다.","교통/건축/국토","2020-07-25","894"
"302","444642","부동산대책 소급적용반대","교통/건축/국토","2020-07-25","450"
"303","444641","대통령께선 부디 취준생 사다리 걷어차기를 멈추십시오. 무분별한 직고용 반대합니다.","일자리","2020-07-24","2,642"
"304","444640","국토부,기재부등 고위공무원,국회의원 다주택자들 싸그리조사하여 연금폐지,직위해제 소급적용시켜주세요","교통/건축/국토","2020-07-24","8,762"
"305","444639","국토교통부 김현미 장관의 파면을 요청합니다.","교통/건축/국토","2020-07-24","3,030"
"306","444638","상습적으로 임금을 체불하고 있는 큐○○○ 권○○대표의 엄벌을 청원합니다!","일자리","2020-07-24","340"
"307","444637","두개의사업장 사업주 두개의건물주","기타","2020-07-24","133"
"308","444636","서울 서초구 내곡동 예비군 훈련장에 공공주택 아파트를 건설하여 국민에게 분양하자.","교통/건축/국토","2020-07-24","157"
"309","444635","반지하빌라 2주택자이상 소유자가 6.18이전까지 계약한 계약금을 건설사에 기부하라구요?","교통/건축/국토","2020-07-24","965"
"310","444634","현금 1억도 없이 특공 당첨된 제가 투기꾼인가요???","정치개혁","2020-07-24","2,864"
"311","444633","양주의 피눈물","교통/건축/국토","2020-07-24","480"
"312","444632","인천광역시 서구 투기과열지구가 왠 말인가요?","교통/건축/국토","2020-07-24","422"
"313","444631","이 시기에 어린이 놀이매장 직원들 단체 워크샾이라니...ㅠㅠ","안전/환경","2020-07-24","181"
"314","444630","더 많은 공적 자금을 소비해 안전하지 않은 인천국제공항을 만드는 보안요원 직접 고용 방안을 반드시 막아야 합니다.","안전/환경","2020-07-24","983"
"315","444629","정부의 6.17 부동산대책과 금융대책은 국민을 개돼지로 취급하는 명백한 오점입니다.","기타","2020-07-24","3,031"
"316","444628","주식  양도소득세","경제민주화","2020-07-24","2,079"
"317","444627","목감1중 설립 촉구","육아/교육","2020-07-24","439"
"318","444626","인스타그램 하루 30분 투자 재테크 사기 엄벌 촉구합니다.","기타","2020-07-24","606"
"319","444625","국민들에게 일체이유 없이 천만원씩 지급해주세요","성장동력","2020-07-24","272"
"320","444624","617규제로 영종도 분양권 계약금 4000만원을 허공에 날릴 위기에 쳐했습니다.","교통/건축/국토","2020-07-24","1,332"
"321","444623","617 부동산 대책, 비상식적인 조치를 중단해 주세요","교통/건축/국토","2020-07-24","2,412"
"322","444622","6월17일 부동산대책으로  추가 규제 예정인 김포 철회바랍니다.","교통/건축/국토","2020-07-24","9,523"
"323","444621","6.17 대책의 대출 규제와 관련한 금융위의 해석을 요청합니다.","기타","2020-07-24","248"
"324","444620","인천공항 보안검색 청원경찰 잘못된 기사화 그리고 오해를 풀어주세요.","일자리","2020-07-24","8,259"
"325","444619","2주택자 중도금대출불가  소급적용은 위헌적 행정조치입니다","행정","2020-07-24","5,002"
"326","444618","수도권쓰레기 매립지가 왜 투기과열지구입니까? 이젠 쓰레기 보내지 마세요 투기과열되었으니","교통/건축/국토","2020-07-24","316"
"327","444617","617 부동산 대책으로 대출규제를 소급적용하는게 과연 상식에 맞다고 생각하십니까?","교통/건축/국토","2020-07-24","3,701"
"328","444616","대전 서구 보건소 선별 진료소 위치를 바꿔 주세요.","보건복지","2020-07-24","250"
"329","444615","서민을 망하게하는 617부동산대책","교통/건축/국토","2020-07-24","2,751"
"330","444614","미분양관리지역 화성시 남양읍! 갑자기 조정대상지역 규제라니요! (청약 관련)","교통/건축/국토","2020-07-24","250"
"331","444613","서민들과 중소건설회사 죽이는 617 부동산정책","교통/건축/국토","2020-07-24","322"
"332","444612","주식 양도세 확대는 부당합니다.","행정","2020-07-24","87,324"
"333","444611","역차별의 우려가 있는 입시정책 시행을 반대합니다.","육아/교육","2020-07-24","282"
"334","444610","코로나 직격탄 여행업계.. 방법없습니까?","기타","2020-07-24","316"
"335","444609","동물들에게도 코로나 19 검사를 실시 해주세요 (외국에 함께 나갈때 필요합니다)","반려동물","2020-07-24","308"
